RecDate,watershed,ppt
9/15/2013,R01A,18.00
9/16/2013,002C,3.10
9/16/2013,004B,6.00
9/16/2013,020B,19.50
9/16/2013,HQ,16.30
9/16/2013,K01B,18.60
9/16/2013,N01B,7.50
9/16/2013,N02B,11.30
9/16/2013,N4DF,21.00
9/16/2013,N4DU,12.00
9/16/2013,R01A,4.00
9/17/2013,002C,5.90
9/17/2013,004B,5.00
9/17/2013,020B,7.00
9/17/2013,HQ,6.90
9/17/2013,K01B,6.50
9/17/2013,N01B,6.80
9/17/2013,N02B,6.70
9/17/2013,N4DF,5.00
9/17/2013,N4DU,5.20
9/17/2013,R01A,5.00
9/19/2013,HQ,0.30
9/28/2013,002C,9.50
9/28/2013,004B,.
9/28/2013,020B,9.50
9/28/2013,HQ,6.10
9/28/2013,K01B,5.70
9/28/2013,N01B,6.30
9/28/2013,N02B,2.30
9/28/2013,N4DF,6.50
9/28/2013,N4DU,6.00
9/28/2013,R01A,5.70
10/3/2013,002C,25.00
10/3/2013,004B,21.00
10/3/2013,020B,36.00
10/3/2013,HQ,25.10
10/3/2013,K01B,27.50
10/3/2013,N01B,31.80
10/3/2013,N02B,19.50
10/3/2013,N4DF,28.80
10/3/2013,N4DU,27.00
10/3/2013,R01A,23.00
10/4/2013,002C,13.50
10/4/2013,004B,8.00
10/4/2013,020B,11.80
10/4/2013,HQ,9.90
10/4/2013,K01B,9.00
10/4/2013,N01B,10.80
10/4/2013,N02B,7.00
10/4/2013,N4DF,10.00
10/4/2013,N4DU,8.10
10/4/2013,R01A,.
10/5/2013,HQ,0.30
10/11/2013,HQ,0.50
10/14/2013,002C,17.50
10/14/2013,004B,8.50
10/14/2013,020B,16.00
10/14/2013,HQ,8.40
10/14/2013,K01B,11.50
10/14/2013,N01B,12.00
10/14/2013,N02B,7.00
10/14/2013,N4DF,10.50
10/14/2013,N4DU,7.50
10/14/2013,R01A,9.80
10/15/2013,HQ,0.30
10/18/2013,002C,10.00
10/18/2013,004B,4.50
10/18/2013,020B,7.00
10/18/2013,HQ,9.90
10/18/2013,K01B,5.00
10/18/2013,N01B,10.40
10/18/2013,N02B,4.80
10/18/2013,N4DF,4.50
10/18/2013,N4DU,5.50
10/18/2013,R01A,10.80
10/29/2013,002C,2.00
10/29/2013,004B,.
10/29/2013,020B,2.00
10/29/2013,HQ,2.00
10/29/2013,K01B,.
10/29/2013,N01B,1.80
10/29/2013,N02B,0.00
10/29/2013,N4DF,1.00
10/29/2013,N4DU,0.00
10/29/2013,R01A,1.00
10/30/2013,002C,2.00
10/30/2013,004B,1.50
10/30/2013,020B,2.00
10/30/2013,HQ,6.90
10/30/2013,K01B,2.00
10/30/2013,N01B,2.50
10/30/2013,N02B,5.00
10/30/2013,N4DF,4.00
10/30/2013,N4DU,3.00
10/30/2013,R01A,3.30
10/31/2013,002C,6.00
10/31/2013,004B,2.50
10/31/2013,020B,.
10/31/2013,HQ,4.10
10/31/2013,K01B,3.00
10/31/2013,N01B,4.00
10/31/2013,N02B,4.50
10/31/2013,N4DF,4.00
10/31/2013,N4DU,6.00
10/31/2013,R01A,5.00
11/1/2013,HQ,0.30
11/5/2013,HQ,11.90
11/21/2013,HQ,1.50
12/4/2013,HQ,0.30
12/8/2013,HQ,0.80
12/21/2013,HQ,14.50
12/22/2013,HQ,3.00
12/23/2013,HQ,0.50
1/1/2014,HQ,3.80
1/4/2014,HQ,2.80
1/5/2014,HQ,0.80
1/10/2014,HQ,1.80
1/26/2014,HQ,0.30
1/31/2014,HQ,1.50
2/1/2014,HQ,4.80
2/4/2014,HQ,13.20
2/5/2014,HQ,0.30
2/9/2014,HQ,0.30
2/20/2014,HQ,14.20
3/1/2014,HQ,1.30
3/2/2014,HQ,1.30
3/5/2014,HQ,0.30
3/11/2014,HQ,0.30
3/23/2014,HQ,0.30
3/24/2014,HQ,7.60
3/26/2014,HQ,1.80
4/1/2014,002C,4.50
4/1/2014,004B,2.00
4/1/2014,020B,4.20
4/1/2014,K01B,3.00
4/1/2014,N01B,3.90
4/1/2014,N02B,2.00
4/1/2014,N4DF,4.00
4/1/2014,N4DU,3.00
4/1/2014,R01A,3.00
4/2/2014,002C,18.00
4/2/2014,004B,19.60
4/2/2014,020B,21.00
4/2/2014,HQ,20.60
4/2/2014,K01B,17.00
4/2/2014,N01B,23.00
4/2/2014,N02B,19.00
4/2/2014,N4DF,22.50
4/2/2014,N4DU,20.50
4/2/2014,R01A,23.50
4/3/2014,002C,1.00
4/3/2014,004B,1.00
4/3/2014,020B,2.80
4/3/2014,K01B,1.00
4/3/2014,N01B,1.20
4/3/2014,N02B,1.00
4/3/2014,N4DF,1.00
4/3/2014,N4DU,1.00
4/3/2014,R01A,1.00
4/6/2014,HQ,0.30
4/13/2014,002C,4.00
4/13/2014,004B,.
4/13/2014,020B,4.00
4/13/2014,HQ,4.30
4/13/2014,K01B,2.00
4/13/2014,N01B,3.00
4/13/2014,N02B,1.00
4/13/2014,N4DF,3.00
4/13/2014,N4DU,3.00
4/13/2014,R01A,5.00
4/14/2014,HQ,0.30
4/21/2014,HQ,0.30
4/24/2014,002C,35.00
4/24/2014,004B,25.00
4/24/2014,020B,36.80
4/24/2014,HQ,22.90
4/24/2014,K01B,32.20
4/24/2014,N01B,34.00
4/24/2014,N02B,24.90
4/24/2014,N4DF,29.50
4/24/2014,N4DU,29.80
4/24/2014,R01A,27.00
4/27/2014,002C,81.00
4/27/2014,004B,71.00
4/27/2014,020B,84.00
4/27/2014,HQ,73.40
4/27/2014,K01B,63.00
4/27/2014,N01B,69.20
4/27/2014,N02B,72.20
4/27/2014,N4DF,78.00
4/27/2014,N4DU,75.00
4/27/2014,R01A,69.00
4/28/2014,HQ,0.30
4/29/2014,002C,19.00
4/29/2014,004B,9.00
4/29/2014,020B,21.50
4/29/2014,HQ,8.60
4/29/2014,K01B,11.20
4/29/2014,N01B,11.00
4/29/2014,N02B,7.50
4/29/2014,N4DF,10.30
4/29/2014,N4DU,13.00
4/29/2014,R01A,8.30
5/11/2014,002C,2.40
5/11/2014,004B,0.00
5/11/2014,020B,2.50
5/11/2014,K01B,0.00
5/11/2014,N01B,0.00
5/11/2014,N02B,0.00
5/11/2014,N4DF,0.00
5/11/2014,N4DU,0.00
5/11/2014,R01A,1.20
5/12/2014,002C,17.00
5/12/2014,004B,9.00
5/12/2014,020B,16.00
5/12/2014,K01B,12.70
5/12/2014,N01B,13.60
5/12/2014,N02B,9.00
5/12/2014,N4DF,12.00
5/12/2014,N4DU,12.00
5/12/2014,R01A,10.80
5/16/2014,002C,3.50
5/16/2014,004B,1.90
5/16/2014,020B,3.00
5/16/2014,K01B,2.00
5/16/2014,N01B,3.30
5/16/2014,N02B,1.00
5/16/2014,N4DF,3.00
5/16/2014,N4DU,2.50
5/16/2014,R01A,3.00
5/22/2014,002C,22.00
5/22/2014,004B,24.00
5/22/2014,020B,29.40
5/22/2014,K01B,24.20
5/22/2014,N01B,25.20
5/22/2014,N02B,16.00
5/22/2014,N4DF,21.50
5/22/2014,N4DU,25.00
5/22/2014,R01A,29.00
5/23/2014,002C,15.20
5/23/2014,004B,12.50
5/23/2014,020B,14.50
5/23/2014,K01B,8.30
5/23/2014,N01B,8.20
5/23/2014,N02B,13.00
5/23/2014,N4DF,9.00
5/23/2014,N4DU,12.00
5/23/2014,R01A,15.50
5/24/2014,002C,0.00
5/24/2014,004B,3.00
5/24/2014,020B,5.00
5/24/2014,K01B,4.50
5/24/2014,N01B,4.00
5/24/2014,N02B,4.00
5/24/2014,N4DF,5.00
5/24/2014,N4DU,3.50
5/24/2014,R01A,3.00
5/28/2014,002C,1.50
5/28/2014,004B,0.00
5/28/2014,020B,0.00
5/28/2014,K01B,0.00
5/28/2014,N01B,0.00
5/28/2014,N02B,0.00
5/28/2014,N4DF,0.00
5/28/2014,N4DU,0.00
5/28/2014,R01A,1.00
6/1/2014,002C,29.00
6/1/2014,004B,21.00
6/1/2014,020B,36.00
6/1/2014,K01B,23.00
6/1/2014,N01B,23.00
6/1/2014,N02B,25.50
6/1/2014,N4DF,25.00
6/1/2014,N4DU,24.00
6/1/2014,R01A,23.50
6/5/2014,002C,20.00
6/5/2014,004B,24.00
6/5/2014,020B,32.00
6/5/2014,K01B,37.00
6/5/2014,N01B,45.00
6/5/2014,N02B,32.00
6/5/2014,N4DF,.
6/5/2014,N4DU,28.80
6/5/2014,R01A,22.50
6/7/2014,002C,16.00
6/7/2014,004B,8.50
6/7/2014,020B,16.00
6/7/2014,K01B,9.50
6/7/2014,N01B,10.00
6/7/2014,N02B,10.00
6/7/2014,N4DF,.
6/7/2014,N4DU,14.50
6/7/2014,R01A,9.00
6/9/2014,002C,67.00
6/9/2014,004B,58.00
6/9/2014,020B,96.90
6/9/2014,K01B,53.00
6/9/2014,N01B,70.00
6/9/2014,N02B,57.00
6/9/2014,N4DF,.
6/9/2014,N4DU,57.00
6/9/2014,R01A,68.00
6/10/2014,002C,1.00
6/10/2014,004B,1.00
6/10/2014,020B,0.00
6/10/2014,K01B,1.00
6/10/2014,N01B,0.00
6/10/2014,N02B,1.50
6/10/2014,N4DF,.
6/10/2014,N4DU,1.00
6/10/2014,R01A,1.00
6/12/2014,002C,26.00
6/12/2014,004B,11.00
6/12/2014,020B,25.00
6/12/2014,K01B,18.50
6/12/2014,N01B,19.50
6/12/2014,N02B,11.00
6/12/2014,N4DF,.
6/12/2014,N4DU,21.00
6/12/2014,R01A,18.20
6/15/2014,002C,31.00
6/15/2014,004B,26.00
6/15/2014,020B,31.00
6/15/2014,K01B,25.00
6/15/2014,N01B,26.90
6/15/2014,N02B,24.70
6/15/2014,N4DF,.
6/15/2014,N4DU,27.50
6/15/2014,R01A,28.00
6/19/2014,002C,9.00
6/19/2014,004B,.
6/19/2014,020B,9.00
6/19/2014,K01B,8.20
6/19/2014,N01B,9.00
6/19/2014,N02B,3.00
6/19/2014,N4DF,7.50
6/19/2014,N4DU,6.50
6/19/2014,R01A,2.40
6/22/2014,002C,1.20
6/22/2014,004B,.
6/22/2014,020B,0.80
6/22/2014,K01B,0.80
6/22/2014,N01B,1.20
6/22/2014,N02B,.
6/22/2014,N4DF,1.20
6/22/2014,N4DU,.
6/22/2014,R01A,1.50
6/28/2014,002C,13.00
6/28/2014,004B,8.00
6/28/2014,020B,13.00
6/28/2014,K01B,10.50
6/28/2014,N01B,11.30
6/28/2014,N02B,6.50
6/28/2014,N4DF,9.50
6/28/2014,N4DU,10.00
6/28/2014,R01A,8.00
7/7/2014,002C,8.00
7/7/2014,004B,.
7/7/2014,020B,4.00
7/7/2014,K01B,2.80
7/7/2014,N01B,4.00
7/7/2014,N02B,0.00
7/7/2014,N4DF,.
7/7/2014,N4DU,3.00
7/7/2014,R01A,3.00
7/8/2014,002C,0.00
7/8/2014,004B,4.00
7/8/2014,020B,5.00
7/8/2014,K01B,3.50
7/8/2014,N01B,4.50
7/8/2014,N02B,4.00
7/8/2014,N4DF,.
7/8/2014,N4DU,4.20
7/8/2014,R01A,4.00
7/9/2014,002C,2.10
7/9/2014,004B,.
7/9/2014,020B,0.00
7/9/2014,K01B,.
7/9/2014,N01B,2.00
7/9/2014,N02B,.
7/9/2014,N4DF,1.00
7/9/2014,N4DU,.
7/9/2014,R01A,1.80
7/10/2014,002C,1.00
7/10/2014,004B,.
7/10/2014,020B,4.00
7/10/2014,K01B,.
7/10/2014,N01B,2.00
7/10/2014,N02B,.
7/10/2014,N4DF,2.20
7/10/2014,N4DU,.
7/10/2014,R01A,1.90
7/12/2014,002C,1.00
7/12/2014,004B,.
7/12/2014,020B,.
7/12/2014,K01B,.
7/12/2014,N01B,.
7/12/2014,N02B,.
7/12/2014,N4DF,.
7/12/2014,N4DU,.
7/12/2014,R01A,2.50
7/13/2014,002C,2.50
7/13/2014,004B,.
7/13/2014,020B,.
7/13/2014,K01B,.
7/13/2014,N01B,.
7/13/2014,N02B,.
7/13/2014,N4DF,.
7/13/2014,N4DU,.
7/13/2014,R01A,2.50
7/30/2014,002C,12.00
7/30/2014,004B,8.00
7/30/2014,020B,12.00
7/30/2014,K01B,8.70
7/30/2014,N01B,10.00
7/30/2014,N02B,10.50
7/30/2014,N4DF,12.20
7/30/2014,N4DU,11.50
7/30/2014,R01A,10.00
8/6/2014,002C,2.70
8/6/2014,004B,.
8/6/2014,020B,3.00
8/6/2014,K01B,.
8/6/2014,N01B,2.20
8/6/2014,N02B,2.00
8/6/2014,N4DF,5.50
8/6/2014,N4DU,.
8/6/2014,R01A,3.20
8/8/2014,002C,5.00
8/8/2014,004B,.
8/8/2014,020B,4.00
8/8/2014,K01B,.
8/8/2014,N01B,1.50
8/8/2014,N02B,.
8/8/2014,N4DF,1.00
8/8/2014,N4DU,2.00
8/8/2014,R01A,1.80
8/10/2014,002C,21.50
8/10/2014,004B,.
8/10/2014,020B,26.00
8/10/2014,K01B,23.50
8/10/2014,N01B,23.00
8/10/2014,N02B,25.50
8/10/2014,N4DF,25.50
8/10/2014,N4DU,24.00
8/10/2014,R01A,25.00
8/16/2014,002C,5.50
8/16/2014,004B,.
8/16/2014,020B,5.50
8/16/2014,K01B,3.50
8/16/2014,N01B,3.50
8/16/2014,N02B,.
8/16/2014,N4DF,4.00
8/16/2014,N4DU,5.00
8/16/2014,R01A,5.50
8/18/2014,002C,5.60
8/18/2014,004B,.
8/18/2014,020B,6.00
8/18/2014,K01B,3.00
8/18/2014,N01B,3.60
8/18/2014,N02B,.
8/18/2014,N4DF,5.00
8/18/2014,N4DU,5.30
8/18/2014,R01A,5.00
8/19/2014,002C,3.00
8/19/2014,004B,.
8/19/2014,020B,3.30
8/19/2014,K01B,3.00
8/19/2014,N01B,3.20
8/19/2014,N02B,6.00
8/19/2014,N4DF,4.00
8/19/2014,N4DU,3.50
8/19/2014,R01A,3.00
8/26/2014,002C,6.50
8/26/2014,004B,4.00
8/26/2014,020B,8.50
8/26/2014,K01B,5.00
8/26/2014,N01B,7.00
8/26/2014,N02B,3.00
8/26/2014,N4DF,4.70
8/26/2014,N4DU,4.30
8/26/2014,R01A,5.00
8/31/2014,002C,33.00
8/31/2014,004B,26.00
8/31/2014,020B,38.00
8/31/2014,K01B,12.00
8/31/2014,N01B,34.00
8/31/2014,N02B,25.00
8/31/2014,N4DF,8.50
8/31/2014,N4DU,28.00
8/31/2014,R01A,30.00
9/1/2014,002C,15.00
9/1/2014,004B,11.70
9/1/2014,020B,16.00
9/1/2014,K01B,30.00
9/1/2014,N01B,9.00
9/1/2014,N02B,9.00
9/1/2014,N4DF,32.00
9/1/2014,N4DU,16.50
9/1/2014,R01A,11.00
9/5/2014,002C,4.00
9/5/2014,004B,0.00
9/5/2014,020B,4.00
9/5/2014,K01B,3.00
9/5/2014,N01B,3.50
9/5/2014,N02B,0.00
9/5/2014,N4DF,1.00
9/5/2014,N4DU,0.00
9/5/2014,R01A,1.00
9/9/2014,002C,3.00
9/9/2014,004B,1.00
9/9/2014,020B,2.00
9/9/2014,K01B,2.00
9/9/2014,N01B,3.00
9/9/2014,N02B,1.00
9/9/2014,N4DF,3.00
9/9/2014,N4DU,1.00
9/9/2014,R01A,3.70
9/10/2014,002C,8.00
9/10/2014,004B,7.50
9/10/2014,020B,10.00
9/10/2014,K01B,8.00
9/10/2014,N01B,7.00
9/10/2014,N02B,6.00
9/10/2014,N4DF,7.50
9/10/2014,N4DU,2.00
9/10/2014,R01A,7.00
9/18/2014,002C,4.00
9/18/2014,004B,.
9/18/2014,020B,.
9/18/2014,K01B,1.90
9/18/2014,N01B,2.70
9/18/2014,N02B,0.00
9/18/2014,N4DF,0.00
9/18/2014,N4DU,0.00
9/18/2014,R01A,.
9/20/2014,002C,1.80
9/20/2014,004B,.
9/20/2014,020B,1.00
9/20/2014,K01B,0.00
9/20/2014,N01B,.
9/20/2014,N02B,0.00
9/20/2014,N4DF,0.00
9/20/2014,N4DU,0.00
9/20/2014,R01A,1.00
9/23/2014,002C,1.00
9/23/2014,004B,1.70
9/23/2014,020B,2.00
9/23/2014,K01B,2.50
9/23/2014,N01B,3.00
9/23/2014,N02B,2.00
9/23/2014,N4DF,4.00
9/23/2014,N4DU,1.50
9/23/2014,R01A,1.00
10/1/2014,002C,27.50
10/1/2014,004B,28.00
10/1/2014,020B,32.00
10/1/2014,K01B,32.00
10/1/2014,N01B,32.00
10/1/2014,N02B,47.00
10/1/2014,N4DF,44.50
10/1/2014,N4DU,31.50
10/1/2014,R01A,31.00
10/2/2014,002C,2.00
10/2/2014,004B,2.00
10/2/2014,020B,1.50
10/2/2014,K01B,2.00
10/2/2014,N01B,1.20
10/2/2014,N02B,2.00
10/2/2014,N4DF,2.00
10/2/2014,N4DU,1.50
10/2/2014,R01A,1.00
10/9/2014,002C,21.00
10/9/2014,004B,17.50
10/9/2014,020B,32.00
10/9/2014,K01B,20.50
10/9/2014,N01B,25.00
10/9/2014,N02B,17.20
10/9/2014,N4DF,23.50
10/9/2014,N4DU,24.00
10/9/2014,R01A,19.00
10/10/2014,002C,4.00
10/10/2014,004B,3.00
10/10/2014,020B,4.50
10/10/2014,K01B,2.00
10/10/2014,N01B,4.50
10/10/2014,N02B,4.00
10/10/2014,N4DF,4.50
10/10/2014,N4DU,4.00
10/10/2014,R01A,4.00
10/13/2014,002C,11.00
10/13/2014,004B,8.00
10/13/2014,020B,14.00
10/13/2014,K01B,8.00
10/13/2014,N01B,11.00
10/13/2014,N02B,9.00
10/13/2014,N4DF,.
10/13/2014,N4DU,10.50
10/13/2014,R01A,8.20
10/23/2014,002C,7.00
10/23/2014,004B,2.50
10/23/2014,020B,7.50
10/23/2014,K01B,4.00
10/23/2014,N01B,5.00
10/23/2014,N02B,2.00
10/23/2014,N4DF,5.00
10/23/2014,N4DU,5.00
10/23/2014,R01A,5.00
1/3/2015,HQ,0.80
1/11/2015,HQ,1.30
1/30/2015,HQ,0.30
1/31/2015,HQ,22.90
2/1/2015,HQ,6.10
2/4/2015,HQ,0.80
2/15/2015,HQ,3.80
2/16/2015,HQ,0.50
2/17/2015,HQ,1.80
2/21/2015,HQ,0.80
2/28/2015,HQ,1.80
3/16/2015,HQ,0.30
3/18/2015,HQ,1.50
3/19/2015,HQ,0.30
3/24/2015,HQ,0.30
3/25/2015,HQ,3.30
3/26/2015,HQ,0.50
4/2/2015,002C,12.20
4/2/2015,004B,.
4/2/2015,020B,20.50
4/2/2015,HQ,24.60
4/2/2015,K01B,16.00
4/2/2015,N01B,21.50
4/2/2015,N02B,19.50
4/2/2015,N4DF,28.10
4/2/2015,N4DU,23.20
4/2/2015,R01A,23.50
4/3/2015,002C,4.50
4/3/2015,004B,.
4/3/2015,020B,4.80
4/3/2015,HQ,3.80
4/3/2015,K01B,2.20
4/3/2015,N01B,4.10
4/3/2015,N02B,3.50
4/3/2015,N4DF,5.20
4/3/2015,N4DU,5.00
4/3/2015,R01A,6.80
4/7/2015,HQ,0.30
4/8/2015,002C,1.00
4/8/2015,004B,.
4/8/2015,020B,2.00
4/8/2015,HQ,0.50
4/8/2015,K01B,1.90
4/8/2015,N01B,1.40
4/8/2015,N02B,.
4/8/2015,N4DF,1.40
4/8/2015,N4DU,0.00
4/8/2015,R01A,.
4/9/2015,HQ,0.30
4/12/2015,002C,4.00
4/12/2015,004B,.
4/12/2015,020B,2.20
4/12/2015,HQ,2.50
4/12/2015,K01B,0.80
4/12/2015,N01B,1.00
4/12/2015,N02B,.
4/12/2015,N4DF,2.20
4/12/2015,N4DU,0.80
4/12/2015,R01A,.
4/13/2015,002C,1.20
4/13/2015,004B,.
4/13/2015,020B,1.20
4/13/2015,HQ,1.00
4/13/2015,K01B,1.10
4/13/2015,N01B,1.80
4/13/2015,N02B,.
4/13/2015,N4DF,1.00
4/13/2015,N4DU,0.90
4/13/2015,R01A,.
4/16/2015,002C,0.80
4/16/2015,004B,.
4/16/2015,020B,1.20
4/16/2015,HQ,0.50
4/16/2015,K01B,0.80
4/16/2015,N01B,1.00
4/16/2015,N02B,0.80
4/16/2015,N4DF,2.00
4/16/2015,N4DU,1.00
4/16/2015,R01A,0.00
4/18/2015,002C,23.10
4/18/2015,004B,.
4/18/2015,020B,23.30
4/18/2015,HQ,9.90
4/18/2015,K01B,17.60
4/18/2015,N01B,19.20
4/18/2015,N02B,16.20
4/18/2015,N4DF,19.00
4/18/2015,N4DU,21.60
4/18/2015,R01A,21.00
4/19/2015,HQ,10.90
4/24/2015,002C,11.80
4/24/2015,004B,11.20
4/24/2015,020B,9.20
4/24/2015,HQ,10.90
4/24/2015,K01B,7.80
4/24/2015,N01B,9.00
4/24/2015,N02B,.
4/24/2015,N4DF,7.80
4/24/2015,N4DU,7.90
4/24/2015,R01A,.
4/25/2015,002C,8.20
4/25/2015,004B,.
4/25/2015,020B,9.80
4/25/2015,HQ,7.10
4/25/2015,K01B,6.80
4/25/2015,N01B,6.70
4/25/2015,N02B,.
4/25/2015,N4DF,6.40
4/25/2015,N4DU,7.80
4/25/2015,R01A,.
5/3/2015,HQ,0.50
5/4/2015,002C,48.80
5/4/2015,004B,44.60
5/4/2015,020B,55.80
5/4/2015,HQ,46.70
5/4/2015,K01B,41.20
5/4/2015,N01B,48.40
5/4/2015,N02B,45.00
5/4/2015,N4DF,51.20
5/4/2015,N4DU,51.20
5/4/2015,R01A,44.00
5/5/2015,HQ,2.00
5/6/2015,002C,16.40
5/6/2015,004B,9.40
5/6/2015,020B,24.60
5/6/2015,HQ,11.70
5/6/2015,K01B,14.70
5/6/2015,N01B,14.70
5/6/2015,N02B,9.30
5/6/2015,N4DF,13.40
5/6/2015,N4DU,13.20
5/6/2015,R01A,11.30
5/7/2015,002C,5.00
5/7/2015,004B,4.40
5/7/2015,020B,6.80
5/7/2015,HQ,7.10
5/7/2015,K01B,4.50
5/7/2015,N01B,6.70
5/7/2015,N02B,14.00
5/7/2015,N4DF,14.10
5/7/2015,N4DU,8.40
5/7/2015,R01A,9.30
5/9/2015,002C,4.80
5/9/2015,004B,5.60
5/9/2015,020B,5.00
5/9/2015,HQ,8.90
5/9/2015,K01B,4.20
5/9/2015,N01B,4.70
5/9/2015,N02B,5.50
5/9/2015,N4DF,.
5/9/2015,N4DU,5.50
5/9/2015,R01A,6.50
5/10/2015,002C,33.50
5/10/2015,004B,29.10
5/10/2015,020B,35.50
5/10/2015,HQ,19.80
5/10/2015,K01B,22.20
5/10/2015,N01B,27.60
5/10/2015,N02B,30.20
5/10/2015,N4DF,.
5/10/2015,N4DU,33.40
5/10/2015,R01A,26.10
5/13/2015,002C,9.70
5/13/2015,004B,3.00
5/13/2015,020B,15.70
5/13/2015,HQ,8.40
5/13/2015,K01B,7.20
5/13/2015,N01B,9.50
5/13/2015,N02B,.
5/13/2015,N4DF,8.90
5/13/2015,N4DU,7.80
5/13/2015,R01A,6.00
5/14/2015,002C,4.10
5/14/2015,004B,4.40
5/14/2015,020B,10.90
5/14/2015,HQ,6.10
5/14/2015,K01B,4.50
5/14/2015,N01B,4.50
5/14/2015,N02B,.
5/14/2015,N4DF,5.10
5/14/2015,N4DU,5.20
5/14/2015,R01A,6.20
5/15/2015,002C,2.80
5/15/2015,004B,5.80
5/15/2015,020B,1.40
5/15/2015,HQ,6.60
5/15/2015,K01B,1.30
5/15/2015,N01B,1.50
5/15/2015,N02B,.
5/15/2015,N4DF,5.70
5/15/2015,N4DU,.
5/15/2015,R01A,7.80
5/16/2015,002C,20.80
5/16/2015,004B,17.80
5/16/2015,020B,24.50
5/16/2015,HQ,19.80
5/16/2015,K01B,16.80
5/16/2015,N01B,19.50
5/16/2015,N02B,.
5/16/2015,N4DF,17.10
5/16/2015,N4DU,.
5/16/2015,R01A,20.30
5/19/2015,002C,1.20
5/19/2015,004B,0.60
5/19/2015,020B,1.40
5/19/2015,HQ,1.30
5/19/2015,K01B,0.40
5/19/2015,N01B,1.00
5/19/2015,N02B,0.00
5/19/2015,N4DF,1.00
5/19/2015,N4DU,0.00
5/19/2015,R01A,1.00
5/20/2015,002C,19.50
5/20/2015,004B,20.00
5/20/2015,020B,21.30
5/20/2015,HQ,17.30
5/20/2015,K01B,14.00
5/20/2015,N01B,14.90
5/20/2015,N02B,10.50
5/20/2015,N4DF,15.50
5/20/2015,N4DU,15.20
5/20/2015,R01A,17.20
5/23/2015,002C,30.70
5/23/2015,004B,21.80
5/23/2015,020B,36.10
5/23/2015,HQ,25.10
5/23/2015,K01B,29.30
5/23/2015,N01B,33.10
5/23/2015,N02B,.
5/23/2015,N4DF,27.30
5/23/2015,N4DU,.
5/23/2015,R01A,24.20
5/24/2015,002C,0.90
5/24/2015,004B,0.80
5/24/2015,020B,0.40
5/24/2015,HQ,0.80
5/24/2015,K01B,1.10
5/24/2015,N01B,0.50
5/24/2015,N02B,.
5/24/2015,N4DF,0.60
5/24/2015,N4DU,.
5/24/2015,R01A,0.00
5/25/2015,002C,18.50
5/25/2015,004B,17.20
5/25/2015,020B,19.00
5/25/2015,HQ,16.50
5/25/2015,K01B,16.50
5/25/2015,N01B,12.30
5/25/2015,N02B,.
5/25/2015,N4DF,17.40
5/25/2015,N4DU,.
5/25/2015,R01A,20.00
5/26/2015,002C,1.00
5/26/2015,004B,1.20
5/26/2015,020B,1.50
5/26/2015,HQ,1.50
5/26/2015,K01B,1.00
5/26/2015,N01B,1.00
5/26/2015,N02B,.
5/26/2015,N4DF,1.30
5/26/2015,N4DU,.
5/26/2015,R01A,1.60
5/27/2015,002C,0.00
5/27/2015,004B,0.40
5/27/2015,020B,0.00
5/27/2015,K01B,0.00
5/27/2015,N01B,0.00
5/27/2015,N02B,0.40
5/27/2015,N4DF,0.50
5/27/2015,N4DU,0.00
5/27/2015,R01A,0.50
5/28/2015,002C,31.20
5/28/2015,004B,.
5/28/2015,020B,27.50
5/28/2015,HQ,23.10
5/28/2015,K01B,16.70
5/28/2015,N01B,22.40
5/28/2015,N02B,16.60
5/28/2015,N4DF,21.00
5/28/2015,N4DU,26.50
5/28/2015,R01A,25.00
5/29/2015,002C,1.00
5/29/2015,004B,.
5/29/2015,020B,6.80
5/29/2015,HQ,4.80
5/29/2015,K01B,4.20
5/29/2015,N01B,1.90
5/29/2015,N02B,1.50
5/29/2015,N4DF,1.10
5/29/2015,N4DU,3.70
5/29/2015,R01A,2.00
6/2/2015,002C,1.00
6/2/2015,004B,.
6/2/2015,020B,1.30
6/2/2015,HQ,1.50
6/2/2015,K01B,0.00
6/2/2015,N01B,0.80
6/2/2015,N02B,0.00
6/2/2015,N4DF,0.90
6/2/2015,N4DU,1.50
6/2/2015,R01A,1.70
6/3/2015,002C,.
6/3/2015,004B,.
6/3/2015,020B,8.30
6/3/2015,HQ,0.50
6/3/2015,K01B,6.70
6/3/2015,N01B,6.90
6/3/2015,N02B,2.70
6/3/2015,N4DF,4.80
6/3/2015,N4DU,3.90
6/3/2015,R01A,.
6/4/2015,002C,12.20
6/4/2015,004B,6.00
6/4/2015,020B,15.00
6/4/2015,HQ,8.10
6/4/2015,K01B,12.80
6/4/2015,N01B,13.10
6/4/2015,N02B,9.00
6/4/2015,N4DF,10.80
6/4/2015,N4DU,.
6/4/2015,R01A,8.90
6/5/2015,002C,34.10
6/5/2015,004B,29.50
6/5/2015,020B,40.20
6/5/2015,HQ,31.00
6/5/2015,K01B,31.20
6/5/2015,N01B,41.60
6/5/2015,N02B,32.10
6/5/2015,N4DF,35.20
6/5/2015,N4DU,.
6/5/2015,R01A,31.30
6/11/2015,002C,27.50
6/11/2015,004B,11.80
6/11/2015,020B,26.40
6/11/2015,HQ,25.70
6/11/2015,K01B,22.50
6/11/2015,N01B,25.50
6/11/2015,N02B,.
6/11/2015,N4DF,22.30
6/11/2015,N4DU,.
6/11/2015,R01A,21.80
6/12/2015,002C,7.90
6/12/2015,004B,2.50
6/12/2015,020B,6.90
